,prova_realizada_em,dia_da_prova_realizada,nota,nota_redacao,horario_da_prova,sexo,estado_civil,escolaridade,cidade_de_nascimento,bairro
3897,MS - Mato Grosso do Sul,12/01/2017,"3,25",0,Noite,Feminino,Casado(a),Superior,Carapó,Núcleo Habitacional Universitárias
3898,MS - Mato Grosso do Sul,06/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Ensino médio,Campo Grande,Conjunto José Abrão
3899,MS - Mato Grosso do Sul,16/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Nível técnico,Campo Grande,Santo Antônio
3900,MS - Mato Grosso do Sul,13/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Ensino médio,Iguatemi,Rural
3901,MS - Mato Grosso do Sul,06/01/2017,"3,25",0,Noite,Feminino,Solteiro(a),Ensino médio,bela vista ,Vila Rosa Pires
3902,MS - Mato Grosso do Sul,14/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Superior,Iraí,Centro
3903,MS - Mato Grosso do Sul,13/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Ensino médio,Campo Grande,Jardim Parati
3904,MS - Mato Grosso do Sul,02/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Ensino médio,Ribeirao Preto,Jardim América
3905,MS - Mato Grosso do Sul,05/01/2017,"3,25",0,Noite,Feminino,Solteiro(a),Superior,Campo Grande,Vila Santo Eugênio
3906,MS - Mato Grosso do Sul,08/01/2017,"3,25",0,manhã,Feminino,Solteiro(a),Ensino médio,Campo Grande ,Jardim Nossa Senhora do Perpétuo Socorro
3907,MS - Mato Grosso do Sul,07/01/2017,"3,25",0,Noite,Feminino,Solteiro(a),Ensino médio,CAMPO GRANDE,zona rural
3908,MS - Mato Grosso do Sul,06/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Superior incompleto,Campo Grande,Jardim Nhanhá
3909,MS - Mato Grosso do Sul,10/01/2017,"3,25",0,manhã,Feminino,Solteiro(a),Ensino médio,CAMPO GRANDE,Caiçara
3910,MS - Mato Grosso do Sul,13/01/2017,3,0,manhã,Masculino,Casado(a),Superior,ROSANA,ZONA RURAL
3911,MS - Mato Grosso do Sul,07/01/2017,3,0,Noite,Feminino,Solteiro(a),Ensino médio,DOURADOS,Vila Almeida
3912,MS - Mato Grosso do Sul,12/01/2017,3,0,Noite,Masculino,Casado(a),Superior,CASSILÂNDIA - MS,Pioneiros
3913,MS - Mato Grosso do Sul,02/01/2017,3,0,manhã,Feminino,Solteiro(a),Superior incompleto,sao paulo,Vila Gomes
3914,MS - Mato Grosso do Sul,07/01/2017,3,0,manhã,Feminino,Casado(a),Ensino médio,Campo Grande ,Jardim Inápolis
3915,MS - Mato Grosso do Sul,02/01/2017,3,0,Noite,Feminino,Solteiro(a),Superior incompleto,Campo Grande ,Jardim Auxiliadora
3916,MS - Mato Grosso do Sul,07/01/2017,3,0,Noite,Feminino,Solteiro(a),Superior,BELA VISTA/MS,Vila São Jorge da Lagoa
3917,MS - Mato Grosso do Sul,09/01/2017,"2,75",0,manhã,Masculino,Solteiro(a),Ensino médio,PEDRO GOMES,Carandá Bosque
3918,MS - Mato Grosso do Sul,15/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Superior incompleto,Campo Grande ,Bairro Seminário
3919,MS - Mato Grosso do Sul,09/01/2017,"2,75",0,Noite,Masculino,Casado(a),Ensino médio,Campo Grande ,Mata do Jacinto
3920,MS - Mato Grosso do Sul,06/01/2017,"2,75",0,manhã,Masculino,Casado(a),Superior,Rio de Janeiro,Coophasul
3921,MS - Mato Grosso do Sul,05/01/2017,"2,75",0,Noite,Masculino,Casado(a),Ensino médio,aquidauana ,Jardim Imá
3922,MS - Mato Grosso do Sul,03/01/2017,"2,75",0,manhã,Masculino,Casado(a),Ensino médio,Valparaiso,Jardim Tijuca
3923,MS - Mato Grosso do Sul,12/01/2017,"2,75",0,Noite,Masculino,Casado(a),Ensino médio,CAMPO GRANDE,Cidade Verde
3924,MS - Mato Grosso do Sul,07/01/2017,"2,75",0,Noite,Masculino,Casado(a),Ensino médio,Itajubá,Conjunto Aero Rancho
3925,MS - Mato Grosso do Sul,07/01/2017,"2,75",0,Noite,Masculino,Casado(a),Superior incompleto,AMAMBAI,Vila Adelina
3926,MS - Mato Grosso do Sul,03/01/2017,"2,75",0,manhã,Masculino,Solteiro(a),Ensino médio,campo grande,Conjunto Residencial Estrela do Sul
3927,MS - Mato Grosso do Sul,12/01/2017,"2,75",0,manhã,Feminino,Casado(a),Nível técnico,Lucas do rio  verde,Guanandi
3928,MS - Mato Grosso do Sul,14/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,CAMPO GRANDE,Vila Manoel Sêcco Thomé
3929,MS - Mato Grosso do Sul,14/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,Campo Grande ,Nova terenos
3930,MS - Mato Grosso do Sul,16/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,Campo Grande,Vila Rica
3931,MS - Mato Grosso do Sul,05/01/2017,"2,75",0,manhã,Masculino,Solteiro(a),Superior incompleto,Tupã,Centro
3932,MS - Mato Grosso do Sul,13/01/2017,"2,75",0,manhã,Masculino,Casado(a),Ensino médio,Nova esperança,Oliveira 3
3933,MS - Mato Grosso do Sul,15/01/2017,"2,5",0,manhã,Feminino,Casado(a),Ensino médio,campo grande,jardim primavera
3934,MS - Mato Grosso do Sul,13/01/2017,"2,5",0,Noite,Feminino,Casado(a),Ensino médio,Araraquara,Vila Ipiranga
3935,MS - Mato Grosso do Sul,03/01/2017,"2,5",0,manhã,Feminino,Solteiro(a),Ensino médio,Campo Grande,Vila Adelina
3936,MS - Mato Grosso do Sul,08/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Ensino médio,CUIABA,Jardim Parati
3937,MS - Mato Grosso do Sul,02/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,CAMPO  GRANDE,Guanandi II
3938,MS - Mato Grosso do Sul,05/01/2017,"2,5",0,manhã,Feminino,Solteiro(a),Superior,COXIM ,Residencial Oliveira
3939,MS - Mato Grosso do Sul,06/01/2017,"2,25",0,manhã,Masculino,Casado(a),Ensino médio,Campo Grande,Vila Albuquerque
3940,MS - Mato Grosso do Sul,15/01/2017,"2,25",0,Noite,Feminino,Solteiro(a),Especialização,CAMPO GRANDE,Centro
3941,MS - Mato Grosso do Sul,10/01/2017,"2,25",0,manhã,Feminino,Solteiro(a),Ensino médio,Fuji ,Recanto das Paineiras
3942,MS - Mato Grosso do Sul,08/01/2017,2,0,Noite,Masculino,Casado(a),Ensino médio,Buritama,Centro
3943,MS - Mato Grosso do Sul,12/01/2017,2,0,Noite,Masculino,Solteiro(a),Ensino médio,campo grande ,Tiradentes
3944,MS - Mato Grosso do Sul,15/01/2017,2,0,Noite,Feminino,Solteiro(a),Especialização,DOURADOS,Centro
3945,MS - Mato Grosso do Sul,12/01/2017,2,0,manhã,Feminino,Solteiro(a),Ensino médio,Campo grande,Jardim columbia 
3946,MS - Mato Grosso do Sul,15/01/2017,"1,5",0,Noite,Feminino,Separado(a),Ensino médio,NAVIRAÍ,VILA NOVA
3947,MS - Mato Grosso do Sul,05/01/2017,"5,9","2,4",Noite,Masculino,Solteiro(a),Nível técnico,maracai,Centro
3948,MS - Mato Grosso do Sul,12/01/2017,"5,9","2,4",manhã,Feminino,Solteiro(a),Superior incompleto,Coxim,Centro
3949,MS - Mato Grosso do Sul,12/01/2017,"5,8","2,3",manhã,Feminino,Solteiro(a),Superior incompleto,poconé,senhor divino
3950,MS - Mato Grosso do Sul,12/01/2017,"5,8","2,3",manhã,Feminino,Solteiro(a),Ensino médio,COXIM,Centro
3951,MS - Mato Grosso do Sul,12/01/2017,"5,8","2,3",manhã,Feminino,Solteiro(a),Superior,Rio Verde de Mato grosso,nova rio verde
3952,MS - Mato Grosso do Sul,15/01/2017,"5,75","2,5",Noite,Masculino,Casado(a),Ensino médio,RIO VERDE DE MATO GROSSO,Centro
3953,MS - Mato Grosso do Sul,16/01/2017,"5,7","2,2",manhã,Masculino,Solteiro(a),Ensino médio,Coxim,Santa Maria
3954,MS - Mato Grosso do Sul,16/01/2017,"5,7","2,2",manhã,Feminino,Solteiro(a),Superior incompleto,Coxim ,Vale do Taquari 
3955,MS - Mato Grosso do Sul,16/01/2017,"5,6","2,1",manhã,Masculino,Solteiro(a),Ensino médio,Coxim,São Romão
3956,MS - Mato Grosso do Sul,12/01/2017,"5,6","2,1",Noite,Masculino,Casado(a),Ensino médio,Campo Grande ,cohab vila nova
3957,MS - Mato Grosso do Sul,14/01/2017,"5,55","2,3",manhã,Feminino,Solteiro(a),Superior,Anta gorda,Jardim José antonio
3958,MS - Mato Grosso do Sul,14/01/2017,"5,35","2,1",Noite,Feminino,Casado(a),Ensino médio,Pedro Gomes,vila bela
3959,MS - Mato Grosso do Sul,14/01/2017,"5,25",0,manhã,Feminino,Divorciado(a),Superior,PEDRO GOMES,SENHOR DIVINO
3960,MS - Mato Grosso do Sul,02/01/2017,"5,15","1,9",Noite,Feminino,Solteiro(a),Ensino médio,coxim,Vila São Paulo
3961,MS - Mato Grosso do Sul,02/01/2017,"4,95","1,7",Noite,Feminino,Solteiro(a),Ensino médio,Coxim,Senhor divino
3962,MS - Mato Grosso do Sul,13/01/2017,"4,5",0,manhã,Feminino,Casado(a),Superior,PEDRO GOMES,JARDIM VISTA ALEGRE
3963,MS - Mato Grosso do Sul,13/01/2017,"4,5",0,manhã,Masculino,Casado(a),Superior,CAMAPUA,Vila Izolina
3964,MS - Mato Grosso do Sul,09/01/2017,"4,1","0,6",Noite,Feminino,Solteiro(a),Ensino médio,corumba,Centrojorge ritt
3965,MS - Mato Grosso do Sul,13/01/2017,4,0,manhã,Masculino,Solteiro(a),Ensino médio,AMAMBAI,JARDIM SUCURIU
3966,MS - Mato Grosso do Sul,16/01/2017,"3,75",0,Noite,Masculino,Solteiro(a),Ensino médio,Rio Negro,Centro
3967,MS - Mato Grosso do Sul,16/01/2017,"3,5",0,Noite,Feminino,Casado(a),Ensino médio,Rio Verde de Mato Grosso,Senhor Divino
3968,MS - Mato Grosso do Sul,13/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Ensino médio,Pedro Gomes,Centro
3969,MS - Mato Grosso do Sul,16/01/2017,"3,25",0,manhã,Masculino,Casado(a),Ensino médio,coxim,jardim Bela Vista
3970,MS - Mato Grosso do Sul,07/01/2017,"3,25",0,Noite,Feminino,Solteiro(a),Ensino médio,coxim,vila bela
3971,MS - Mato Grosso do Sul,12/01/2017,3,0,manhã,Masculino,Solteiro(a),Ensino médio,COXIM,SENHOR DIVINO
3972,MS - Mato Grosso do Sul,16/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,LAVRAS DE MANGABEIRA,ALTOS DO SÃO PEDRO
3973,MS - Mato Grosso do Sul,16/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,Coxim,Jardim vista alegre
3974,MS - Mato Grosso do Sul,13/01/2017,3,0,manhã,Feminino,Solteiro(a),Ensino médio,Cacoal,VALE DO TAQUARI
3975,MS - Mato Grosso do Sul,16/01/2017,3,0,manhã,Feminino,Casado(a),Ensino médio,coxim,vila bela 3
3976,MS - Mato Grosso do Sul,08/01/2017,3,0,Noite,Feminino,Casado(a),Ensino médio,Campo Grande,Vila Mariana
3977,MS - Mato Grosso do Sul,13/01/2017,3,0,Noite,Feminino,Casado(a),Ensino médio,rondonopolis,flavio garcia
3978,MS - Mato Grosso do Sul,06/01/2017,3,0,Noite,Feminino,Solteiro(a),Ensino médio,jaicos,Centro
3979,MS - Mato Grosso do Sul,05/01/2017,3,0,manhã,Masculino,Casado(a),Ensino médio,coxim ms,senhor divino
3980,MS - Mato Grosso do Sul,12/01/2017,3,0,manhã,Feminino,Solteiro(a),Ensino médio,AMPERE,Centro
3981,MS - Mato Grosso do Sul,13/01/2017,3,0,manhã,Feminino,Solteiro(a),Ensino médio,COXIM,VALE DO TAQUARI
3982,MS - Mato Grosso do Sul,16/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,São Gabriel do oeste,Nova Rio verde
3983,MS - Mato Grosso do Sul,12/01/2017,"2,75",0,manhã,Masculino,Casado(a),Ensino médio,Coxim,rural
3984,MS - Mato Grosso do Sul,12/01/2017,"2,75",0,manhã,Masculino,Casado(a),Ensino médio,Rio Verde de Mato Grosso,Jardim dos Estados
3985,MS - Mato Grosso do Sul,15/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,RIO VERDE DE MATO GROSSO,Centro
3986,MS - Mato Grosso do Sul,07/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,coxim/ms,vila bela
3987,MS - Mato Grosso do Sul,06/01/2017,"2,5",0,Noite,Masculino,Casado(a),Superior incompleto,Coxim,VILA SANTA CLARA
3988,MS - Mato Grosso do Sul,12/01/2017,"2,5",0,manhã,Masculino,Solteiro(a),Superior,AGUA BOA ,FLAVIO GARCIA 
3989,MS - Mato Grosso do Sul,14/01/2017,"2,5",0,Noite,Feminino,Viúvo(a),Superior incompleto,Coxim,piqui 2
3990,MS - Mato Grosso do Sul,02/01/2017,"2,5",0,Noite,Feminino,Casado(a),Superior,Campo Grande,VILA SÃO PAULO
3991,MS - Mato Grosso do Sul,02/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Coxim,Senhor Divino
3992,MS - Mato Grosso do Sul,09/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Coxim,Vila Santana
3993,MS - Mato Grosso do Sul,05/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Nível técnico,girua,jardim gramado
3994,MS - Mato Grosso do Sul,14/01/2017,"2,5",0,manhã,Feminino,Solteiro(a),Ensino médio,Coxim,Silviolandia
3995,MS - Mato Grosso do Sul,05/01/2017,"2,5",0,manhã,Masculino,Casado(a),Ensino médio,Coxim ,Jardim pé de cedro 
3996,MS - Mato Grosso do Sul,16/01/2017,"2,5",0,manhã,Masculino,Solteiro(a),Ensino médio,Campo Grande,Centro
3997,MS - Mato Grosso do Sul,12/01/2017,"2,25",0,manhã,Feminino,Divorciado(a),Superior,PEDRO GOMES,SENHOR DIVINO
3998,MS - Mato Grosso do Sul,13/01/2017,"2,25",0,manhã,Masculino,Solteiro(a),Ensino médio,coxim,vale taquari
3999,MS - Mato Grosso do Sul,16/01/2017,"2,25",0,Noite,Masculino,Solteiro(a),Ensino médio,Coxim,JD AEROPORTO
4000,MS - Mato Grosso do Sul,16/01/2017,2,0,Noite,Feminino,Solteiro(a),Superior incompleto,COXIM,SANTA MARIA
4001,MS - Mato Grosso do Sul,15/01/2017,2,0,Noite,Masculino,Solteiro(a),Ensino médio,Coxim,Vila bela
4002,MS - Mato Grosso do Sul,16/01/2017,"1,75",0,Noite,Masculino,Solteiro(a),Ensino médio,José Bonifácio ,Bnh
4003,MS - Mato Grosso do Sul,05/01/2017,"1,5",0,Noite,Masculino,Solteiro(a),Superior incompleto,Fronteiras,Vila Bela
4004,MS - Mato Grosso do Sul,12/01/2017,"1,5",0,Noite,Feminino,Solteiro(a),Ensino médio,coxim ms,Senhor Divino
4005,MG - Minas Gerais,15/01/2017,"5,25",0,manhã,Masculino,Casado(a),Superior incompleto,manhuaçu,bom pastor
4006,MG - Minas Gerais,10/01/2017,5,0,manhã,Feminino,Solteiro(a),Superior,Vitória,Ipê
4007,MG - Minas Gerais,16/01/2017,"4,75",0,manhã,Masculino,Solteiro(a),Superior,Carangola,Zona Rural
4008,MG - Minas Gerais,10/01/2017,"4,25",0,manhã,Masculino,Casado(a),Superior incompleto,Manhumirim,Centro
4009,MG - Minas Gerais,16/01/2017,"4,25",0,manhã,Feminino,Casado(a),Ensino médio,caratinga,Centro
4010,MG - Minas Gerais,16/01/2017,4,0,Noite,Masculino,Solteiro(a),Ensino médio,manhuaçu mg,saopedro do avai
4011,MG - Minas Gerais,17/01/2017,4,0,manhã,Masculino,Casado(a),Ensino médio,satana do manhuaçu,colina
4012,MG - Minas Gerais,10/01/2017,4,0,manhã,Masculino,Solteiro(a),Nível técnico,Belo horizonte,Centro
4013,MG - Minas Gerais,10/01/2017,4,0,manhã,Masculino,Solteiro(a),Ensino médio,Manhuaçu,Santo Antonio
4014,MG - Minas Gerais,13/01/2017,4,0,Noite,Masculino,Solteiro(a),Nível técnico,LAJINHA,Zona rural
4015,MG - Minas Gerais,15/01/2017,"3,75",0,manhã,Masculino,Solteiro(a),Ensino médio,Aimorés,Roseiral
4016,MG - Minas Gerais,10/01/2017,"3,75",0,manhã,Masculino,Solteiro(a),Superior incompleto,MUTUM,Centro
4017,MG - Minas Gerais,16/01/2017,"3,5",0,Noite,Masculino,Casado(a),Ensino médio,ipatinga,São Sebastião do Batatal
4018,MG - Minas Gerais,15/01/2017,"3,5",0,Noite,Feminino,Casado(a),Ensino médio,Ipaba,Centro
4019,MG - Minas Gerais,06/01/2017,"3,5",0,Noite,Masculino,Solteiro(a),Ensino médio,MANHUAÇU,Centro
4020,MG - Minas Gerais,15/01/2017,"3,5",0,manhã,Masculino,Casado(a),Nível técnico,Manhuaçu,Santo Antonio
4021,MG - Minas Gerais,15/01/2017,"3,5",0,manhã,Feminino,Solteiro(a),Superior incompleto,Manhumirim,Vila formosa
4022,MG - Minas Gerais,06/01/2017,"3,5",0,Noite,Masculino,Casado(a),Superior,TEOFILO OTONI,Jardim Iracema
4023,MG - Minas Gerais,17/01/2017,"3,5",0,manhã,Masculino,Casado(a),Superior incompleto,Belo Horizonte,Eldorado
4024,MG - Minas Gerais,16/01/2017,"3,5",0,manhã,Feminino,Casado(a),Superior,Peçanha,Centro
4025,MG - Minas Gerais,16/01/2017,"3,5",0,Noite,Masculino,Divorciado(a),Ensino médio,Manhumirim,Córrego do Lessa
4026,MG - Minas Gerais,16/01/2017,"3,5",0,Noite,Masculino,Casado(a),Ensino médio,DIVINO DE SÃO LOURENÇO,Centro
4027,MG - Minas Gerais,09/01/2017,"3,5",0,Noite,Masculino,Casado(a),Superior incompleto,Simonesia,ZONA RURAL
4028,MG - Minas Gerais,10/01/2017,"3,5",0,manhã,Feminino,Solteiro(a),Superior,Manhuaçu,Centro
4029,MG - Minas Gerais,10/01/2017,"3,5",0,manhã,Masculino,Solteiro(a),Ensino médio,MAGÉ,NOSSA SENHORA APARECIDA
4030,MG - Minas Gerais,16/01/2017,"3,5",0,Noite,Feminino,Casado(a),Ensino médio,Manhuaçu ,São Vicente 
4031,MG - Minas Gerais,17/01/2017,"3,5",0,manhã,Masculino,Solteiro(a),Ensino médio,VISCONDE DO RIO BRANCO,SANTA CLARA
4032,MG - Minas Gerais,13/01/2017,"3,5",0,Noite,Feminino,Casado(a),Ensino médio,Manhuaçu,São Vicente
4033,MG - Minas Gerais,16/01/2017,"3,5",0,manhã,Feminino,Solteiro(a),Superior,Alegre,Centro
4034,MG - Minas Gerais,15/01/2017,"3,5",0,Noite,Feminino,Solteiro(a),Superior,Manhuaçu,Centro
4035,MG - Minas Gerais,06/01/2017,"3,5",0,manhã,Masculino,Solteiro(a),Ensino médio,Lajinha,VALE DO SOL
4036,MG - Minas Gerais,17/01/2017,"3,5",0,manhã,Feminino,Solteiro(a),Ensino médio,manhuaçu,colina
4037,MG - Minas Gerais,13/01/2017,"3,25",0,Noite,Masculino,Casado(a),Superior,Vitória ,Distrito de Roseiral
4038,MG - Minas Gerais,16/01/2017,"3,25",0,Noite,Feminino,Casado(a),Ensino médio,Caratinga,Centro
4039,MG - Minas Gerais,08/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Ensino médio,MANHUMIRIM,Centro
4040,MG - Minas Gerais,13/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Superior incompleto,Manhuaçu,Bom Jesus
4041,MG - Minas Gerais,08/01/2017,"3,25",0,Noite,Feminino,Solteiro(a),Ensino médio,Manhuaçu,bom jardim
4042,MG - Minas Gerais,17/01/2017,"3,25",0,manhã,Masculino,Solteiro(a),Ensino médio,Manhumirim,Centro
4043,MG - Minas Gerais,09/01/2017,"3,25",0,Noite,Feminino,Divorciado(a),Superior,Manhuaçu,Petrina
4044,MG - Minas Gerais,16/01/2017,"3,25",0,Noite,Feminino,Solteiro(a),Ensino médio,Belo Oriente,Bethânia
4045,MG - Minas Gerais,16/01/2017,"3,25",0,Noite,Feminino,Casado(a),Ensino médio,manhuaçu,vila nova
4046,MG - Minas Gerais,17/01/2017,"3,25",0,manhã,Feminino,Casado(a),Superior,MANHUMIRIM,MORADA NOVA
4047,MG - Minas Gerais,01/01/2017,"3,25",0,Noite,Feminino,Casado(a),Superior,MANHUACU,LAJINHA
4048,MG - Minas Gerais,14/01/2017,"3,25",0,manhã,Feminino,Casado(a),Ensino médio,martins soares,rua projetada 3
4049,MG - Minas Gerais,17/01/2017,"3,25",0,manhã,Feminino,Casado(a),Superior,Carangola,Eldorado
4050,MG - Minas Gerais,16/01/2017,"3,25",0,Noite,Masculino,Casado(a),Ensino médio,SANTA ANDRE,Centro
4051,MG - Minas Gerais,10/01/2017,"3,25",0,manhã,Feminino,Solteiro(a),Nível técnico,VENDA NOVA,zona rural
4052,MG - Minas Gerais,10/01/2017,"3,25",0,manhã,Masculino,Solteiro(a),Superior,Manhuaçu,Centro
4053,MG - Minas Gerais,16/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Ensino médio,MANHUMIRIM,CORREGO SAO JOAO BATISTA
4054,MG - Minas Gerais,16/01/2017,"3,25",0,manhã,Feminino,Divorciado(a),Superior,Lajinha,Centro
4055,MG - Minas Gerais,15/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,CONCEIÇÃO DE IPANEMA,Centro
4056,MG - Minas Gerais,16/01/2017,3,0,Noite,Masculino,Solteiro(a),Especialização,DIVINO DE SÃO LOURENÇO,Centro
4057,MG - Minas Gerais,10/01/2017,3,0,manhã,Feminino,Casado(a),Superior,Manhuaçu,Colina
4058,MG - Minas Gerais,10/01/2017,3,0,manhã,Masculino,Casado(a),Ensino médio,Caputira,São  Caetano 
4059,MG - Minas Gerais,13/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,MUTUM,ROSEIRAL
4060,MG - Minas Gerais,16/01/2017,3,0,manhã,Feminino,Casado(a),Ensino médio,CARATINGA,Centro
4061,MG - Minas Gerais,14/01/2017,3,0,Noite,Masculino,Solteiro(a),Superior incompleto,SAQUAREMA,Centro
4062,MG - Minas Gerais,13/01/2017,3,0,Noite,Feminino,Casado(a),Superior,Muniz Freire,Menino Jesus
4063,MG - Minas Gerais,16/01/2017,3,0,manhã,Feminino,Solteiro(a),Superior,ALTO JEQUITIBÁ,ZONA RURAL
4064,MG - Minas Gerais,09/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,MANHUAÇU,MATINHA
4065,MG - Minas Gerais,16/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,Caratinga-MG,nossa senhora Aparecida
4066,MG - Minas Gerais,15/01/2017,3,0,manhã,Masculino,Solteiro(a),Ensino médio,MANHUAÇU,SANTA LUZIA
4067,MG - Minas Gerais,10/01/2017,3,0,manhã,Masculino,Separado(a),Ensino médio,LUISBURGO,SANTA LUZIA
4068,MG - Minas Gerais,13/01/2017,3,0,manhã,Masculino,Casado(a),Superior,Governador Valadares,Jardim Pérola
4069,MG - Minas Gerais,14/01/2017,3,0,Noite,Masculino,Casado(a),Superior incompleto,15.03.1978,Catuai
4070,MG - Minas Gerais,17/01/2017,3,0,manhã,Feminino,Casado(a),Especialização,Manhuaçu,Sagrada Familia
4071,MG - Minas Gerais,01/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,MANHUAÇU,CENTRO
4072,MG - Minas Gerais,16/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Manhuaçu,Ponte do Silva
4073,MG - Minas Gerais,13/01/2017,3,0,Noite,Feminino,Casado(a),Ensino médio,Manhuaçu,Nossa Senhora Aparecida
4074,MG - Minas Gerais,08/01/2017,3,0,Noite,Feminino,Solteiro(a),Superior incompleto,Manhuacu,Bom pastor
4075,MG - Minas Gerais,10/01/2017,3,0,manhã,Feminino,Casado(a),Mestrado,ARAÚJOS,Parque das Águas
4076,MG - Minas Gerais,10/01/2017,3,0,manhã,Feminino,Casado(a),Superior,Caputira,São Caetano 
4077,MG - Minas Gerais,06/01/2017,3,0,Noite,Masculino,Solteiro(a),Especialização,MANHUMIRIM,ROQUE
4078,MG - Minas Gerais,10/01/2017,3,0,manhã,Feminino,Casado(a),Ensino médio,MANHUAÇU,CENTRO
4079,MG - Minas Gerais,14/01/2017,3,0,Noite,Masculino,Casado(a),Nível técnico,Manhumirim,São Geraldo 
4080,MG - Minas Gerais,16/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Manhuaçu,São Vicente 
4081,MG - Minas Gerais,14/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Luisburgo ,BOA ESPERANÇA
4082,MG - Minas Gerais,16/01/2017,3,0,Noite,Feminino,Solteiro(a),Ensino médio,Manhuaçu ,coqueiro
4083,MG - Minas Gerais,13/01/2017,3,0,manhã,Feminino,Solteiro(a),Ensino médio,MANHUMIRIM,Centro
4084,MG - Minas Gerais,17/01/2017,3,0,manhã,Masculino,Solteiro(a),Ensino médio,Manhuaçu,Pinheiro
4085,MG - Minas Gerais,17/01/2017,"2,75",0,manhã,Feminino,Casado(a),Ensino médio,SAO DOMINGOS DAS DORES,Centro
4086,MG - Minas Gerais,16/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,manhuaçu,Centro
4087,MG - Minas Gerais,17/01/2017,"2,75",0,manhã,Feminino,Casado(a),Ensino médio,manhuaçu,alfa sul
4088,MG - Minas Gerais,14/01/2017,"2,75",0,Noite,Feminino,Separado(a),Ensino médio,manhuaçu,laginha
4089,MG - Minas Gerais,10/01/2017,"2,75",0,manhã,Feminino,Casado(a),Ensino médio,Manhumirim,Ccornelio emerick
4090,MG - Minas Gerais,16/01/2017,"2,75",0,Noite,Masculino,Casado(a),Ensino médio,CARATINGA,Centro
4091,MG - Minas Gerais,10/01/2017,"2,75",0,manhã,Masculino,Casado(a),Superior,Durandé,São João da Figueira
4092,MG - Minas Gerais,16/01/2017,"2,75",0,Noite,Feminino,Casado(a),Ensino médio,PIEDADE DE CARATINGA,Centro
4093,MG - Minas Gerais,10/01/2017,"2,75",0,manhã,Masculino,Solteiro(a),Superior incompleto,Vitoria,Centro
4094,MG - Minas Gerais,09/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Superior incompleto,Manhuaçú,Pequiá
4095,MG - Minas Gerais,15/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,CONCEIÇÃO DE IPANEMA,Centro
4096,MG - Minas Gerais,16/01/2017,"2,75",0,manhã,Masculino,Casado(a),Especialização,SÃO JOSÉ DA SAFIRA,Esperança
4097,MG - Minas Gerais,16/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Superior,MARLIERIA,Bethânia
4098,MG - Minas Gerais,15/01/2017,"2,75",0,Noite,Feminino,Casado(a),Especialização,Manhuaçu,Santo Antônio
4099,MG - Minas Gerais,16/01/2017,"2,75",0,Noite,Masculino,Casado(a),Ensino médio,CARANGOLA,Centro
4100,MG - Minas Gerais,01/01/2017,"2,75",0,Noite,Masculino,Divorciado(a),Ensino médio,Manhuaçu ,Alpha Sul
4101,MG - Minas Gerais,13/01/2017,"2,75",0,Noite,Feminino,Casado(a),Ensino médio,Manhuaçu,dom correa
