dia_da_prova_realizada,nota,nota_redacao,horario_da_prova,sexo,estado_civil,escolaridade,estado_realizado_em,cidade_realizado_em,bairro,cidade_nascimento,estado_nascimento,APROVADO
2016-07-28,3.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CAPANEMA,PA,NAO
2016-06-08,3.0,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,AUGUSTO CORRAAA,PA,NAO
2016-11-08,3.0,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,PRINCIPAL,TRACUATEUA,PA,NAO
2017-01-16,3.0,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CAPITAO POAO,PA,NAO
2017-01-16,3.0,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TATAJUBA,CAPITAO POAO,PA,NAO
2016-12-08,3.0,0.0,NOITE,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,D. JOAO VI,JI-PARANA,RO,NAO
2016-07-31,3.0,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,DOM JOAO VI,CAPANEMA,PA,NAO
2016-07-30,3.0,0.0,NOITE,FEMININO,SOLTEIRO,ESPECIALIZACAO,PA,PARA,CENTRO,CAPANEMA,PA,NAO
2016-07-29,3.0,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TANCREDO NEVES,CAPANEMA,PA,NAO
2016-04-08,3.0,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,SAO JOSE,ANAMA,AM,NAO
2016-07-08,3.0,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,DOM JOAO VI,SANTA MARIA DO PARA,PA,NAO
2016-07-31,2.75,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CAIXA D'AGUA,VISEU,PA,NAO
2017-12-01,2.75,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CAPANEMA,PA,NAO
2017-01-16,2.75,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,CAPANEMA,PA,NAO
2016-01-08,2.75,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,SAMBAIA,CAPANEMA,PA,NAO
2016-05-08,2.75,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,BACURI,SAO JOAO DE PIRABAS,PA,NAO
2016-11-08,2.75,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,PEDREIRA,SAO LUIS DO PIAUA,PI,NAO
2016-12-08,2.75,0.0,MANHA,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,OLIVEIRA BRITO,CAPANEMA,PA,NAO
2016-11-08,2.75,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,TRACUATEUA,NOVA TIMBOTEUA,PA,NAO
2016-07-08,2.75,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ALMIR GABRIEL,CAPANEMA,PA,NAO
2016-07-29,2.75,0.0,NOITE,FEMININO,DIVORCIADO,ENSINO MEDIO,PA,PARA,AREIA BRANCA,BRAGA,RS,NAO
2017-05-01,2.75,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,CAPANEMA,PA,NAO
2016-12-08,2.75,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,DOM JOAO VI,CAPANEMA,PA,NAO
2016-04-08,2.75,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,AREIA BRANCA,CAPANEMA,PA,NAO
2016-12-08,2.75,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TRES DE MAIO,CAPANEMA,PA,NAO
2016-07-31,2.5,0.0,NOITE,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,PA,PARA,CENTRO,CAPANEMA,PA,NAO
2016-11-08,2.5,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,PARINTINS,AM,NAO
2016-07-08,2.5,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TANCREDO NEVES,CAPANEMA,PA,NAO
2016-11-08,2.5,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,TERRA SANTA,PA,NAO
2016-07-29,2.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CAPANEMA,PA,NAO
2016-06-08,2.5,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,SAMAMBAIA,CAPANEMA,PA,NAO
2016-07-08,2.5,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CAIXA D'AGUA,ANANINDEUA,PA,NAO
2016-05-08,2.5,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ALMIR GABRIEL,BRAGA,RS,NAO
2017-01-16,2.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CAIXA D'AGUA,PRIMAVERA,PA,NAO
2016-08-08,2.25,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO FUNDAMENTAL,PA,PARA,CENTRO,CAPANEMA,PA,NAO
2016-07-08,2.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CAPITAO POAO,PA,NAO
2016-05-08,2.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CAIXA DAGUA,CAPANEMA,PA,NAO
2017-05-01,2.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,CAPANEMA,PA,NAO
2016-04-08,1.75,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CAPANEMA,PA,NAO
2016-04-08,4.5,0.5,MANHA,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,ARATANHA,SANTA IZABEL DO PARA,PA,NAO
2016-05-08,4.25,0.0,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,PA,PARA,CIDADE VELHA,MARAPANIM,PA,NAO
2016-05-08,4.25,0.0,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,PA,PARA,MARCO,VIAOSA DO CEARA,CE,NAO
2016-06-08,4.0,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,BUJARU,PA,NAO
2016-07-08,4.0,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ESPACO RURAL,CONCA3RDIA DO PARA,PA,NAO
2017-12-01,3.5,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TAPANA (ICOARACI),PIO XII,MA,NAO
2016-07-08,3.5,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ESPACO RURAL,SANTA IZABEL DO PARA,PA,NAO
2016-06-08,3.5,0.0,MANHA,FEMININO,SOLTEIRO,SUPERIOR,PA,PARA,ZONA RURAL,INHANGAPI,PA,NAO
2016-06-08,3.5,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TAPANA (ICOARACI),BUJARU,PA,NAO
2016-07-08,3.5,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,PERPETUO SOCORRO,SANTA MARIA DO PARA,PA,NAO
2017-01-16,3.5,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,TERRA ALTA,PA,NAO
2016-08-08,3.5,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,QUARENTA HORAS (COQUEIRO),ANANINDEUA,PA,NAO
2016-06-08,3.25,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CIDADE VELHA,SAO MIGUEL DO GUAMA,PA,NAO
2017-09-01,3.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,JURUNAS,SAO LUIS DO PIAUA,PI,NAO
2016-08-08,3.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,NOVA OLINDA,PARAGOMINAS,PA,NAO
2016-08-08,3.25,0.0,NOITE,FEMININO,SOLTEIRO,NIVEL TECNICO,PA,PARA,DECOLVILLE,URU,SP,NAO
2016-07-08,3.25,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,BUJARU,PA,NAO
2016-07-08,3.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,BUJARU,PA,NAO
2016-04-08,3.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,MAURICIO ATAIDE,SAO MIGUEL DO GUAMA,PA,NAO
2017-09-01,3.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,BUJARU,PA,NAO
2016-05-08,3.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,BAIRRO NOVO,SANTA IZABEL DO PARA,PA,NAO
2016-06-08,3.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,SANTA IZABEL DO PARA,PA,NAO
2016-04-08,3.0,0.0,MANHA,MASCULINO,CASADO,SUPERIOR,PA,PARA,GUAMA,SANTA IZABEL DO PARA,PA,NAO
2016-06-08,3.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,BUJARU,PA,NAO
2016-04-08,3.0,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,PATAUATEUA,SAO MIGUEL DO GUAMA,PA,NAO
2016-06-08,3.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,CONCA3RDIA DO PARA,PA,NAO
2016-05-08,2.75,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,JURUTI,PA,NAO
2016-06-08,2.75,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,BUJARU,PA,NAO
2017-05-01,2.75,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,COQUEIRO,MACAPA,AP,NAO
2016-05-08,2.75,0.0,MANHA,FEMININO,SOLTEIRO,SUPERIOR,PA,PARA,PIRAPORA,CASTANHAL,PA,NAO
2016-05-08,2.75,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,PATAUATEUA,MARITUBA,PA,NAO
2016-04-08,2.75,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,JADERLANDIA,CAPANEMA,PA,NAO
2016-04-08,2.5,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,ZONA RURAL,ACARA,PA,NAO
2016-04-08,2.5,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,ANANINDEUA,PA,NAO
2016-05-08,2.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,JUAZEIRO,SANTA ISABEL,SP,NAO
2016-05-08,1.75,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CONCA3RDIA DO PARA,PA,NAO
2016-04-08,1.75,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,JADERLANDIA,CASTANHAL,PA,NAO
2016-02-08,4.65,0.9,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,ZONA RURAL,SAO PAULO,SP,NAO
2017-01-13,3.5,0.0,MANHA,MASCULINO,CASADO,ENSINO MEDIO,PB,PARAIBA,FREISAMIAO,CAMPINA GRANDE,PB,NAO
2016-02-08,3.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,ZONA RURAL,AREIA,PB,NAO
2016-01-08,3.5,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,CONJ. JOAO BOSCO CARNEIRO,ALAGOA GRANDE,PB,NAO
2016-09-08,3.5,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,PEDRO PERAZZO,AREIA,PB,NAO
2016-12-08,3.5,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,PB,PARAIBA,CONJUNTO AGNALDO VELOSO BORGES,GUARABIRA,PB,NAO
2017-01-17,3.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,CENTRO,ALAGOA GRANDE,PB,NAO
2016-02-08,3.25,0.0,MANHA,FEMININO,DIVORCIADO,MESTRADO,PB,PARAIBA,ZONA RURAL,ALAGOA GRANDE,PB,NAO
2017-08-01,3.25,0.0,MANHA,MASCULINO,SOLTEIRO,SUPERIOR,PB,PARAIBA,SITIO CANTO ALEGRE,MACAPARANA,PE,NAO
2016-08-13,3.25,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,ZONA RURAL,AREIA,PB,NAO
2016-08-13,3.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,SITIO,ALAGOA GRANDE,PB,NAO
2017-01-16,3.25,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,CENTRO,ALAGOA GRANDE,PB,NAO
2016-06-08,3.0,0.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,PB,PARAIBA,SONA RURAL,ITAPOROROCA,PB,NAO
2016-07-08,3.0,0.0,MANHA,MASCULINO,SOLTEIRO,NIVEL TECNICO,PB,PARAIBA,CENTRO,GUARABIRA,PB,NAO
2017-01-15,3.0,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,CENTRO,ALAGOA NOVA,PB,NAO
2016-05-08,3.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,PEDRO PERAZZO,AREIA,PB,NAO
2016-12-08,3.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,ZONA RURAL,JUAREZ TAVORA,PB,NAO
2017-01-16,3.0,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,POVOADO,ALAGOA GRANDE,PB,NAO
2016-01-08,3.0,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,CIDADE UNIVERSITARIA,JOAO NEIVA,ES,NAO
2016-02-08,2.75,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,NOVO,GUARABIRA,PB,NAO
2016-09-08,2.75,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,ASSIS CHATEAUBRIAND,GUARABIRA,PB,NAO
2016-12-08,2.5,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,CENTRO,CAMPINA GRANDE,PB,NAO
2016-05-08,2.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,CENTRO,ALAGOA GRANDE,PB,NAO
2016-06-08,2.5,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,CENTRO,MAMANGUAPE,PB,NAO
2016-01-08,2.25,0.0,MANHA,MASCULINO,VIUVO,ENSINO MEDIO,PB,PARAIBA,ZONA RURAL,ALAGOA GRANDE,PB,NAO
2017-09-01,2.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,CENTRO,ALAGOA GRANDE,PB,NAO
2016-01-08,2.25,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,PB,PARAIBA,CENTRO,ALAGOA GRANDE,PB,NAO
2016-06-08,2.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,VILA SAO JOAO,SOLANEA,PB,NAO
2016-12-08,2.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,CENTRO,GUARABIRA,PB,NAO
2016-07-31,4.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,VALENTINA,JOAO PESSOA,PB,NAO
2017-01-16,4.25,0.5,NOITE,MASCULINO,CASADO,ENSINO MEDIO,PB,PARAIBA,MATA REDONDA,GOIANA,PE,NAO
2016-08-13,4.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,ESTADOS,CABEDELO,PB,NAO
2016-07-31,4.2,0.2,NOITE,MASCULINO,CASADO,SUPERIOR,PB,PARAIBA,CENTRO,GUARABIRA,PB,NAO
2016-12-08,3.75,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,CENTRO,CONDE,PB,NAO
2017-01-15,3.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,TORRE,PATOS,PB,NAO
2017-01-16,3.5,0.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,PB,PARAIBA,ZONA RURAL,LEOPOLDINA,MG,NAO
2016-08-08,3.5,0.0,MANHA,FEMININO,SOLTEIRO,SUPERIOR,PB,PARAIBA,FORTE VELHO,CABEDELO,PB,NAO
2016-06-08,3.5,0.0,NOITE,MASCULINO,CASADO,SUPERIOR,PB,PARAIBA,TREZE DE MAIO,JOAO PESSOA,PB,NAO
2016-12-08,3.25,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,ZONA RURAL,JOAO PESSOA,PB,NAO
2016-11-08,3.25,0.0,NOITE,FEMININO,CASADO,ENSINO MEDIO,PB,PARAIBA,ERNESTO GEISEL,JOAO PESSOA,PB,NAO
2016-07-31,3.0,0.0,NOITE,FEMININO,CASADO,SUPERIOR,PB,PARAIBA,JAGUARIBE,ITABAIANA,PB,NAO
2016-08-13,3.0,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,CENTRO,JOAO PESSOA,PB,NAO
2016-07-30,3.0,0.0,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,PB,PARAIBA,CENTRO,ITABAIANA,PB,NAO
2016-07-08,2.75,0.0,NOITE,FEMININO,DIVORCIADO,SUPERIOR,PB,PARAIBA,CENTRO,TACIMA,PB,NAO
2016-07-30,2.75,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,ERNESTO GEISEL,CACIMBA DE DENTRO,PB,NAO
2016-12-08,2.75,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,POPULAR,JOAO PESSOA,PB,NAO
2016-08-08,2.75,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PB,PARAIBA,BESSA,JOAO PESSOA,PB,NAO
2016-07-08,2.75,0.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,PB,PARAIBA,ERNESTO GEISEL,GRANJEIRO,CE,NAO
2016-07-31,2.25,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,PB,PARAIBA,ZONA RURAL,TAUA,CE,NAO
2016-12-08,4.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,RJ,RIO DE JANEIRO,CENTRO,BARRA MANSA,RJ,NAO
2017-01-15,4.15,0.4,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,RJ,RIO DE JANEIRO,VILA MARIA,VOLTA REDONDA,RJ,NAO
2016-12-08,4.0,0.0,MANHA,MASCULINO,CASADO,NIVEL TECNICO,RJ,RIO DE JANEIRO,MORADA DA MONTANHA,SAO PAULO,SP,NAO
2016-06-08,4.0,0.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,RJ,RIO DE JANEIRO,PARAISO,CAXAMBU,MG,NAO
2016-11-08,3.75,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,RJ,RIO DE JANEIRO,SAO FRANCISCO DE ASSIS,BARRA MANSA,RJ,NAO
2016-12-08,3.5,0.0,MANHA,FEMININO,CASADO,SUPERIOR INCOMPLETO,RJ,RIO DE JANEIRO,BOA SORTE,BARRA MANSA,RJ,NAO
2017-01-14,3.5,0.0,MANHA,FEMININO,SOLTEIRO,NIVEL TECNICO,RJ,RIO DE JANEIRO,EUCALIPTAL,VOLTA REDONDA,RJ,NAO
2016-12-08,3.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,RJ,RIO DE JANEIRO,VILA URSULINO,VOLTA REDONDA,RJ,NAO
2016-08-13,3.5,0.0,MANHA,FEMININO,SOLTEIRO,SUPERIOR,RJ,RIO DE JANEIRO,ANO BOM,BARRA MANSA,RJ,NAO
2016-12-08,3.25,0.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,RJ,RIO DE JANEIRO,METALURGICO,VOLTA REDONDA,RJ,NAO
2016-01-08,3.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,RJ,RIO DE JANEIRO,SANTA ROSA,BARRA MANSA,RJ,NAO
2016-11-08,3.25,0.0,MANHA,MASCULINO,SOLTEIRO,NIVEL TECNICO,RJ,RIO DE JANEIRO,VOLTA GRANDE,VOLTA REDONDA,RJ,NAO
2017-01-15,3.0,0.0,NOITE,FEMININO,SOLTEIRO,SUPERIOR,RJ,RIO DE JANEIRO,AGUA COMPRIDA,BARRA MANSA,RJ,NAO
2016-09-08,3.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,RJ,RIO DE JANEIRO,VILA BRASILIA,SANTOS,SP,NAO
2017-01-14,2.75,0.0,NOITE,FEMININO,DIVORCIADO,ENSINO MEDIO,RJ,RIO DE JANEIRO,VILA CORINGA,BARRA MANSA,RJ,NAO
2017-01-16,2.75,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,RJ,RIO DE JANEIRO,CENTRO,BARRA DO PIRAA,RJ,NAO
2016-11-08,2.5,0.0,MANHA,MASCULINO,CASADO,ENSINO MEDIO,RJ,RIO DE JANEIRO,CACARIA,PARACAMBI,RJ,NAO
2016-07-08,2.5,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,RJ,RIO DE JANEIRO,SAO FRANCISCO DE ASSIS,BARRA MANSA,RJ,NAO
2016-08-13,2.5,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,RJ,RIO DE JANEIRO,SANTA LUCIA,BARRA MANSA,RJ,NAO
2016-04-08,3.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,SC,SANTA CATARINA,MACIEIRA,FRAIBURGO,SC,NAO
2016-09-08,3.5,0.0,MANHA,MASCULINO,CASADO,NIVEL TECNICO,SC,SANTA CATARINA,NACOES,FRAIBURGO,SC,NAO
2016-04-08,3.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,SC,SANTA CATARINA,INTERIOR,TANGARA,RN,NAO
2016-06-08,3.0,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,SC,SANTA CATARINA,CENTRO,FRAIBURGO,SC,NAO
2016-08-13,3.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,SC,SANTA CATARINA,JARDIM BANDEIRA,SAO JOAQUIM,SC,NAO
2016-09-08,3.5,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,SC,SANTA CATARINA,BANDEIRA,SAO JOAQUIM,SC,NAO
2016-12-08,3.25,0.0,NOITE,FEMININO,CASADO,ENSINO MEDIO,SC,SANTA CATARINA,MARMELEIRO,SAO JOAQUIM,SC,NAO
2016-09-08,3.25,0.0,MANHA,MASCULINO,DIVORCIADO,ENSINO MEDIO,SC,SANTA CATARINA,HERCILIO VIEIRA DO AMARAL,SAO JOAQUIM,SC,NAO
2016-08-13,3.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,SC,SANTA CATARINA,JARDIM MINUANO,BOM JARDIM DA SERRA,SC,NAO
2016-12-08,3.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,SC,SANTA CATARINA,MARTORANO,SAO JOAQUIM,SC,NAO
2016-12-08,3.25,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,SC,SANTA CATARINA,CENTRO,GRAMADO,RS,NAO
2016-08-13,3.25,0.0,NOITE,FEMININO,CASADO,ENSINO MEDIO,SC,SANTA CATARINA,JARDIM MINUANO,SAO JOAQUIM,SC,NAO
2016-09-08,3.25,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,SC,SANTA CATARINA,CENTRO,SAO JOAQUIM,SC,NAO
2016-08-13,3.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,SC,SANTA CATARINA,PRADINHO,SAO JOAQUIM,SC,NAO
2016-09-08,3.0,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,SC,SANTA CATARINA,CENTRO,SAO JOAQUIM,SC,NAO
2016-08-13,2.75,0.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,SC,SANTA CATARINA,JARDIM MINUANO,ORLEANS,SC,NAO
2016-12-08,2.75,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,SC,SANTA CATARINA,CENTRO,SAO JOAQUIM,SC,NAO
2016-09-08,2.75,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,SC,SANTA CATARINA,SANTA CATARINA,URUBICI,SC,NAO
2016-06-08,2.5,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,SC,SANTA CATARINA,MADRI PAULINA,SAO JOAQUIM,SC,NAO
2016-05-08,2.5,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,SC,SANTA CATARINA,SANTA CRUZ,SAO JOAQUIM,SC,NAO
2016-08-13,2.5,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,SC,SANTA CATARINA,CENTRO,FLORIANO,PI,NAO
2016-08-13,2.0,0.0,NOITE,FEMININO,CASADO,ENSINO MEDIO,SC,SANTA CATARINA,CENTRO,SAO JOAQUIM,SC,NAO
2016-08-13,2.0,0.0,NOITE,FEMININO,CASADO,ENSINO MEDIO,SC,SANTA CATARINA,SITIO,SAO JOAQUIM,SC,NAO
2017-10-01,5.75,0.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,CE,CEARA,PICOS,ITAPIPOCA,CE,NAO
2017-12-01,4.5,0.0,NOITE,FEMININO,CASADO,ENSINO MEDIO,CE,CEARA,JANDAIGUABA,PALMACIA,CE,NAO
2016-09-08,4.0,0.0,MANHA,MASCULINO,SEPARADO,ENSINO MEDIO,CE,CEARA,ANTONIO BEZERRA,FORTALEZA,CE,NAO
2016-09-08,4.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,CE,CEARA,COUTO FERNANDES,QUIXERAMOBIM,CE,NAO
2017-12-01,3.75,0.0,NOITE,FEMININO,CASADO,ENSINO MEDIO,CE,CEARA,BELA VISTA,PALMACIA,CE,NAO
